,Tweet,Sentiment
2535,elhamdulellah khadt nap w delwa2ti baheb kol el kakwab tani,happy
2536,qonbelet bahga,happy
2537,demaghi hatfar2a3,negative
2538,yalla nor2os w neghani,happy
2539,3awza te3mly eh el sanady,neutral
2540,teftkry el 7ob bydoom,neutral
2541,mt3asaba marohtsh el office ba2ali alf sana,angry
2542,sohaby msh bey2oolo 3alaya laziza,negative
2543,bas heya to3tabar estesmar sah ya3ni,positive
2544,rehto hilwa 3amatan,positive
2545,da el akhdar wala el azra2,neutral
2546,batalty gym wala eh la ana motakhazla bas,negative
2547,shokran ya hilwa,positive
2548,olga gat,neutral
2549,haygeeli ekte2ab f khelal sa3a ela rob3,negative
2550,na2sak ana ba2a,angry
2551,msh adra abos fl meraya begad,negative
2552,matbalghish mafish haga te2dar to2af odam el embesat bta3ek,positive
2553,as3ab esboo3 3ada 3ala nafseyetek f 2021,negative
2554,lameet hagti w herebt f 8 sawani,negative
2555,yarab el effects tesalini shwaya,bored
2556,hayaty momela keda leih bgd,bored
2557,da ehna tool el wa2t msh wehna bn complain bas,neutral
2558,hanbatal emta,neutral
2559,mehtaga a2bad ba3d bokra bl ktir awi,negative
2560,el wahid bey3mel kemeyet shopping raheeba youm el gom3a el sobh,positive
2561,shoofi asghar aw akbar fl team dol el hayb2o asdeqa2ek,neutral
2562,bezabt begad,neutral
2563,el wahid be3eed awi,negative
2564,mafish ay sabab yekhaliki telbesi keda fl gym,angry
2565,hassa eni f azmet montasaf el 3omr,negative
2566,a3mel ehhhh 3ashan ashghel nafsi tayeb aktar mn kda,bored
2567,heya hatmatar tani emta,neutral
2568,kol mara baftah el profile da bala2i haga tedaye2ni,negative
2569,ma3ndish haga,neutral
2570,instagram fen,neutral
2571,3ayza adfen nafsi,negative
2572,ay had 3ando taka salbeya yeb3ed 3ani ana mabsoota enharda,happy
2573,tab da eh el araf dah,angry
2574,el best case scenario hayehsal f hayati emta inshallah,negative
2575,sabah el amar ya gama3a,positive
2576,mowaf2a gidan yalla bina,happy
2577,ehkeeli ana kol mashakli tafha msh hahawel a3aly 3alek,positive
2578,yala bina halan,positive
2579,kan enti wala hwa,neutral
2580,ah yabni msh oltelak,neutral
2581,kont mota2akida,positive
2582,yoh 3ala el hozn gama3a,angry
2583,ana 3aysha ba2ali 26 sana akid ma3ndish favorite movie,neutral
2584,hasa karamti na27a 3alaya sika bas,negative
2585,ya3ni ana law mn sohaby haykoon yabakhti,positive
2586,el wahid hases b tatawor msh 3arfa ezay,negative
2587,bamoot f khefet damik,love
2588,good old days ya akhi,positive
2589,3ayzeen wahid mn dol kol youm plz,positive
2590,3o2bali ba2a,positive
2591,nefsi afteker el wa2t,negative
2592,la wana el kont ba2ool shatoora ya farooha,negative
2593,3omri m ha2felo tani eh da ya sheikha,angry
2594,fa haghara2ko tweets ba2a 3ashan mn ha2i bsaraha,neutral
2595,habebti eftahi shebakek ana geet,love
2596,yanhar eswed wahashtooni awi,love
2597,ana 3ayat f la casa de papel da aktar mn el lazem,negative
2598,hahahaha habibti ashoofik bokra wlaa eh,positive
2599,haram 3alek ya akhi,negative
2600,aslan el adweya msh mekafeya hahahahahaha,happy
2601,hassa eni shaghala b quality helwa awi,positive
2602,mashallah 3alaya barmeel ghaba2 mabaharamsh,negative
2603,ehna leh mafatahnash magalat begad,neutral
2604,law btshrabi hagat sokhna ktir b sokkar hawli t2aleli,neutral
2605,hayatek hatet7asen b nesba kbira,positive
2606,el wahid zah2an ta3ban ga3an,bored
2607,ehna aslan olna feb ya arkham el sohab,angry
2608,aktar oghneya bahebaha,love
2609,malek ya habebti bas,negative
2610,yarab matkonsh keda,negative
2611,atlob hagat ezay ana,neutral
2612,eh hwar el lebs dah,neutral
2613,baheb awi lama aktashef tahweer el nas,love
2614,zah2ana awi begad,bored
2615,leh walahy,neutral
2616,ana bahebaha awi mn kol alby b montaha el amana,love
2617,mosta3eda dlwa2ty,positive
2618,hastakhdemha bas law lazem,neutral
2619,law 3andi gym fel beit hatkoun ahla haga,positive
2620,hay3gebek sada2ini,positive
2621,ana w hadeer benebtedi negez ba3d 5 ayam,negative
2622,ezay msh hatakhdeeni ana,angry
2623,enta mehtag mo3geza,negative
2624,gai y3alemna derous el hayah,positive
2625,hasa eni met2akhara awi,negative
2626,a2oloko haga kaman hahot makeup,neutral
2627,di kol el khetat beta3ti,neutral
2628,w atamana akoon gebt el gazma el nefsi fiha,positive
2629,shayfa nafsi wana a3da 3al bahr fl gouna msh mohtama b ay mashakel 3alam,happy
2630,aktar makan nedif,positive
2631,aghani amr diab el hazina betaredni,negative
2632,3ashan kda a2dar a2ool b kol seqa eno wehesh awi,negative
2633,eh hwar el nas el btakol elbeta3 el wehesh dah,negative
2634,el inbody bta3i wehesh awi mehtaga akheslo,negative
2635,alby ma3aki ya habeebet alby,love
2636,malish fihom,negative
2637,tab laziz hagebha,positive
2638,mana 3arfa enohom beyngezo,positive
2639,da asahne el emtahan wala eih,neutral
2640,hagled zati enharda bas w bokra inshallah haheb el kawkab tani,negative
2641,ba2oom akol kol el akl,neutral
2642,ana begad fadeli 3 mins w akhalasha,positive
2643,nwadabha ay wa2t,neutral
2644,ayzin nahtafel,happy
2645,faker yom eidmiladak,neutral
2646,walahy el wahid ghalban awi ya gama3a,positive
2647,el lebs morih awi,happy
2648,ba2ali ktir awi madakhaltsh fl moshkela dih,positive
2649,oleeli,neutral
2650,angazt fih,happy
2651,msh arfa afteker,negative
2652,el wahid zah2an awi bsaraha,bored
2653,sharba 4 liters masalan,neutral
2654,ana bakrah el akla dih,negative
2655,instagram tele3 fi hagat helwa,positive
2656,da eh el gamal dah walahy,happy
2657,ana lesa mestaneya,neutral
2658,hahahaha momken f3lan,positive
2659,bezabt keda,neutral
2660,el hagat di bene2la2 3aleha ba3den,neutral
2661,wala ay haga bashretna gher mo2ahala,negative
2662,shokran bgd 3ala kemeyet el rakhama dih,angry
2663,msh ana bas elly shayfa keda,neutral
2664,law gebtiha hadoos 3aleha abahdelhalek,angry
2665,msh hasa eni ayza arouh,negative
2666,la2 msh hasa,neutral
2667,el hwar da msh 3agebni,negative
2668,mestaneyako,neutral
2669,akhiran halbes fostan asfar,happy
2670,akhiran hahdar farah,happy
2671,hab3atlak tayara tegeebak mn belad el sham,positive
2672,gaya bokra khalini ashoofik,positive
2673,ehlefi,neutral
2674,2 eh yabenti ana mesawaraki 35 soora lewahdi,angry
2675,ayza agarabha awi,positive
2676,momken bardo n3melha,neutral
2677,kont ga3ana awi,negative
2678,elfilm dah ro3b,neutral
2679,ahla mat3am kalt fih,positive
2680,lameeto mn wahid bas,neutral
2681,3ayza arooh farah w ar2os 3ala kol aghani,happy
2682,etfaragi 3aleih haye3gebek,positive
2683,lesa ma2oltsh,neutral
2684,la di rassedr 3ady msh dubai,neutral
2685,mafish ay mobarer begad zero mobarer,angry
2686,el agaza di law makantsh helwa hadaye2,negative
2687,3ayza as7ab el eshterak beta3i,negative
2688,el wahid msh fahem haga khalis,negative
2689,law fashalt eni ahasen mn nafsi hahasen mn shakli ba2a w amri lellah,negative
2690,3ayza akoon farz awal instead farz el msh 3arfa hwa kam el ana fi,negative
2691,nayma 200 w sahya 600 3ashan leh el ensan maymawetsh nafso badri,angry
2692,hahahahahaha 3azema,happy
2693,walahy,neutral
2694,khabat el 3arabeya w youm el etnen aleb 3ala youm talat khalis,negative
2695,aywa ento,neutral
2696,nefsi mara adkhol interview w akoon 3arfa el nas di 3ayza eh,negative
2697,yabenti e32ali ba2a kolohom araf,angry
2698,nefsi kol el nas tekoon mabsoota kol el nas mean ana,positive
2699,daya3o wa2ti w maghoodi w hayati,negative
2700,sabah el araf 3al sobh,angry
2701,ana baheb mama awi,love
2702,el application bta3 mongez da ahsan haga hasaletli,happy
2703,hafkes ba2eet el youm w arooh el gym bsaraha abl anfager,negative
2704,ana ha2oom albes w arooh delwa2ti,neutral
2705,el sa3a kanet 11,neutral
2706,hassa eni hamoot mn el zaha2,bored
2707,elhamdulellah eni magbtsh el fostan dah,happy
2708,tehesi el akl na2so haga,negative
2709,garab el makan dah haye3gebak,positive
2710,el wahid eref b montaha el amana,negative
2711,msh 3arfa azakir ya tante,angry
2712,hasa eni hantaher law seme3t zaghroota,negative
2713,3amalt interview f makan nefsi ashtaghal fi,happy
2714,mahdsh yete2hom aktar mn kda bsaraha,negative
2715,helw elkalam dah,happy
2716,akhouya gai ma3aya,neutral
2717,nefsi aghamad 3eni w fata7ha ala2i odami taba2 halaweyat,positive
2718,ehna msh bngtahed kifaya f hayatna,negative
2719,oltelhom yigo m3ana,neutral
2720,nerouh no3od henak shwaya,neutral
2721,kol el nas fl bahr ma3ada ana,negative
2722,lesa mebtedeya shoghl mn sa3a w nos,neutral
2723,el wahid msh taye2 nafso,angry
2724,mehtaga had ye3meli el mawdou3 dah,neutral
2725,eh el sot el helw dah bas,positive
2726,homa hayelgho el afrah ba3d shahr 5 wala eh,neutral
2727,el tet3ezem fina el awel takhod el tania,neutral
2728,ya3ni eh talbaha ba2ali 5 mins w lesa mawsltsh,angry
2729,nefsi had yeshedeni mn el sereer,negative
2730,3andi meeting el sa3a 1,neutral
2731,ana hasa eni wakhda agaza mn awel ramadan,positive
2732,momken neshouf by3mel eih,neutral
2733,ayza agarab haga gheiro,negative
2734,ehmed rabena w khalas,positive
2735,msh 3aref gesmo mekasar mn el vaccine wala mn tamreenet embareh,negative
2736,3ala damanti,positive
2737,hassa eni hamoot mn el zaha2 f khelal sa3a el rob3,bored
2738,haga araf awi en el ensan yekoon hases b meh tool el wa2t,bored
2739,yala bina mwafe2,positive
2740,la ma3ndkish,neutral
2741,bas da 60 enti mehtaga haga 45 masalan fl laziz kda,neutral
2742,yorfos el ne3ma,negative
2743,fataht website enharda sa3ten ela rob3,neutral
2744,eh ya habebti el araf dah,negative
2745,bahebaha awi,love
2746,3ayza a3mel restart 2021 3ashan bazet meni,negative
2747,hassa hayati hatkoon altaf law adeet nos youmi fl gym,positive
2748,el shabab hawamel makharagoosh ba2alhom shahr,negative
2749,shoofi el donia ben2olek kda ba2alna seneen walahy,angry
2750,ehna aslan hane3melha fl ha2i2a lama ashofha,neutral
2751,aretha m3amar msh mehamar,neutral
2752,ana ma3rafsh en fi haga esmaha roz hamam me3amar,neutral
2753,bakol french fries wala akeni rayha a3mel inbody bokra,negative
2754,haram aleik,negative
2755,el seafood beykhalini anam minimum 5 sa3at,neutral
2756,lahad emta walahy el wahid haynam arfan,negative
2757,hasal,neutral
2758,el greek yogurt kan fen f hayati w leh kont bakol zabadi 3ady abl kda,positive
2759,ya rab el hasharat temoot,negative
2760,di asaseyat walahy,positive
2761,baheb awi lama ashteri haga,love
2762,hab2a asagel el khena2a 3ashan tesada2,negative
2763,dih haga mosaleya 3amatan,positive
2764,nefsi f kemeyet junk food 3aneefa,neutral
2765,hasa eni 3ayza ar2os,happy
2766,tenawari,happy
2767,sabah el gamal ya gama3a 3amleen eh enharda,positive
2768,hahahahahaahahaha hassa eni fa2eera,negative
2769,el beta3 el mostakhdam me3asabni,angry
2770,ok hassa eni motahamesa sika,happy
2771,el kawkab eta7ad embareh w qarar eno haykhalili hayati laziza,happy
2772,mashoftsh had laziz aktar menha,positive
2773,hassa el egaba wadha zai el shams sika,positive
2774,hwa eh el wa7asha di kolaha,negative
2775,ensan,neutral
2776,el 2al kda makansh beykdeb walahy,positive
2777,ehna gahzeen f ay wa2t le ay 3arka,positive
2778,wa7asha awi tbh,negative
2779,hassa eni daykha shwaya mn el akl,negative
2780,ma2asarsh m3ana f haga,positive
2781,araf awi kol haga mo2refa,angry
2782,mabroooook,happy
2783,realized eni lesa 7afzaha la illah ela allah,positive
2784,adary eh aktar mn kda da ana alabt account instagram bta3i seya7a w tabkh,negative
2785,ana kont nayma fel beit lewahdi,neutral
2786,masa2 el kheir aleiko,positive
2787,ed3o en moroor el sherouk bokra maykonsh fi gheri,neutral
2788,bokra awel mara f hayati a3mel meshwar hokoomi mn gher wasta,happy
2789,makontsh habba yegeeli heart attack abl adkhol fl 60 bas tamam eshta,negative
2790,ta3ali sawareeni naw,neutral
2791,ya habebti yeg3al ayamek kolaha sa3ida,happy
2792,agebhoolek teshofi mn el shebak,neutral
2793,yalla khalina nekhlas,neutral
2794,ana nefsi ab2a nada el ashmouny awi,positive
2795,ya bakhti 3amatan bas mabhbsh a2ool 3al net,positive
2796,hamoot mn el farha,happy
2797,kifaya nakad f hayati,negative
2798,msh tay2a nafsi 3al sobh mahdsh yekalemni,angry
2799,eh zanb el nas temshy bl sharabat fl bard da ya3ni,negative
2800,w begad kemeyet research raheeba,negative
2801,el shabab bte2ra awel satren el ba2i maktoob bl yabani,neutral
2802,gameel awi begad awi,positive
2803,ana leh sahya mn 6 el sobh f awel youm fl sana bas,negative
2804,motahawer el saraha,negative
2805,el wahid by3mel eh fl wa2t da mn el youm ya gama3a,neutral
2806,ana hasa eni mashoftekish mn million sana,negative
2807,roht el supermarket gebt tofah,neutral
2808,3amleen eh ya gama3a fl araf dah,negative
2809,khayfa anam yegeeli heart attack w amoot wana msh wakhda bali,negative
2810,teego no3od f beyotna tayeb,neutral
2811,el masters di akbar ghalta f hayati,angry
2812,enharda atwal youm f hayati,negative
2813,conditional love w 3arfeeno bas benezba l dah eih,neutral
2814,hatgawez lama sha3ri yebyad 3ashan loun el sabgha yeb2a amazing,positive
2815,meh,negative
2816,el sleeping pattern el araf da makansh waheshni khalis,negative
2817,heya beteshatghal hnak,neutral
2818,hantaher mn el zaha2,bored
2819,mayenfa3sh ansah el sana di begad,negative
2820,3ayza atkawar f kora w amoot mood elhamdulellah,negative
2821,yalahwi ya hadeer lazem ahkeelek 3al christmas bazar el rohto f zayed,happy
2822,la di aya,neutral
2823,ma3lish asfa,negative
2824,fen dah,neutral
2825,hasa en di ana,neutral
2826,cant 130 pm w begad yeegi ye2telni,negative
2827,shabab el tagamo3 hatshoofo el match fen,neutral
2828,tab hanshoofo fen,neutral
2829,hadeer enti mabtetfaragish 3ala kora begad ekhrasi,angry
2830,ya rab walahy,positive
2831,khalas ya m3alem da enta cute gidan,positive
2832,momkin azawar shehada w mahdsh hay3raf,neutral
2833,ana shayfa en 16 sana ta3leem kifaya awi msh lazem nezawedhom etnen kaman khalis,negative
2834,bas kareem gameel,positive
2835,heya el bte7defna walahy f hagat el ghariba di,negative
2836,la la la matsebish el winter vibes tekhaliki teghlati ghalatat kareseya,angry
2837,ya gama3a,neutral
2838,bas ana lesa maftertsh,neutral
2839,nefsi f junk food ktir awi,positive
2840,bab2a 3ayza asawat f nos el meetings,angry
2841,sabah el kheir ya gama3a ezayoko,positive
2842,lama tekoon met3asab,angry
2843,ana la2eet ahla cooking channel fl hayah,happy
2844,heya vodafone malha begad,angry
2845,3ayza a3ayat shwaya,negative
2846,msh 3ayza yekalemni,negative
2847,ana zehe2t awi ya gama3a,bored
2848,26 sana eh el ana dakhla 3aleha di ana lesa nazla mn batn omi awel embareh,negative
2849,heya el corona eh ra2yaha fel hafalat,neutral
2850,msh hawala3 f nafsi la2,angry
2851,law dasetni 3arabeya wana a3da fl sereer delwa2ti msh hasarakh hatta,negative
2852,la2a fl ayam el mehtaga as7a fiha badri bas,neutral
2853,aw akoon madelyet mafateeh 3amatan,negative
2854,17 yo 3ayza ab2a lewahdi,neutral
2855,aywa akid,neutral
2856,ana hawala3 f nafsy,angry
2857,kifaaya,angry
2858,el gym kolo ma3ah 1 mashallah wala akenena f andiamo,negative
2859,yalahwi merci khalis,happy
2860,awi ba2a,neutral
2861,el shorta hatigi tekahrabni naw,negative
2862,ba3mel kda bas law 9 el sobh akid hashelha,neutral
2863,hwa ana kalt mcdonalds wala di tahayo2at,negative
2864,radwan hwa enta kont bt3mel eih f wa2t el tweet di,neutral
2865,hasa eno tomoo7 hilw,positive
2866,nefsi albes fostan silver,positive
2867,3ayza hagat kwayesa delwa2ti 3ashan manotesh mn el shebak,negative
2868,kareem ahla haga f hayati fl kawkab,love
2869,matenkerish,negative
2870,aywa bas ana 3ayza kol el nas te2oli ya doctora,positive
2871,ana batbeset awi lama el sayes bey2oli ya doctora,happy
2872,da shab 3ando 17 sana lesa maktamalsh,negative
2873,ana hena tani lelasaf,negative
2874,inshallah life time akoon shagara betala3loko oxygen,negative
2875,di el heya samna w sokkar,neutral
2876,f rassedr w haghazeeki,positive
2877,3andi el lebs dah,neutral
2878,3ayza a3od f pool fady amlah b demoo3i haleyan,negative
2879,ha3ayat,negative
2880,3eeb 3alek,negative
2881,msh hahes bl zanb wana f vasko tani khalas,positive
2882,shoofi shaarawy kaman karsa w andiamo embareh kan ma2sah begad hozn,negative
2883,aywa sah walahi,positive
2884,ana 3ayza elsanadi tani,positive
2885,fatooret el kahraba betgeelak kam ya m3alem,neutral
2886,anoos mehtag yes7a,neutral
2887,ba7qed 3ala kol el nas el bt3mel ay monasba,negative
2888,momken nerouh,positive
2889,hwa fi eh ya shabab,neutral
2890,tohfa ana 2 bezabt hakoon fadjya,positive
2891,3andi meeting hayekhlas 2 hakhalas w agelko,neutral
2892,khodooni ma3ako,positive
2893,law betrawah badri kol da msh hayehsal,negative
2894,ana dehekt awi,happy
2895,hahahahhaaha,happy
2896,hahgez tap dlwa2ty,neutral
2897,ehna mehtageen neshoof ba3d kolena w neqarar,neutral
2898,yughuty,positive
2899,hwa fi maya aslan f soul ya tarzan,negative
2900,ana el hakhadarha w asafer,negative
2901,hab2a forma el awel,neutral
2902,el philadelphia roll fiha kam calorie,neutral
2903,3alehom hagat el amreekan dol,negative
2904,ana emotional awi bardo,negative
2905,fuego el fl tagamo3 hayeftah emta begad,neutral
2906,ha2ek bgd enty keda fair,positive
2907,hadia kda f nafsaha,positive
2908,el nas el rewsha henak,positive
2909,carolina habeebet mama,love
2910,3andaha maharat excel ghariba ya gama3a begad,positive
2911,haneb2a power couple awi 3amatan,positive
2912,nefsi caroline moderty teb2a sahbeti w msh 3arfa agebhalha ezay,love
2913,awel mara,neutral
2914,hwa hena,neutral
2915,el date bta3ek 3andi ana w kareem,positive
2916,sabah el kheir ana zehe2t awi shokran,bored
2917,ahla goal,happy
2918,meen hatmoot mn el zaha2 naw,bored
2919,hahahahahahaha ezay keda,positive
2920,msh ader astana,neutral
2921,esmaha la2 ya kareem la2a,negative
2922,3ayez akhrog,bored
2923,tab nengez nafsena 3ashan 7anoon btenhar walahy,negative
2924,lama 7anoona teb2a a3da gambak tegeblak el tafaya,positive
2925,hat shisha,neutral
2926,lama neshoof magaybek,negative
2927,zeyad tayara,neutral
2928,baddi 3edeya,positive
2929,badeelo el zarf bey2oli kam dol ba7ba7i eedek m3ana,neutral
2930,allahoma ehfazna,positive
2931,hahahahahahhahahahaha kalb,positive
2932,da teneh awi ya hussam,negative
2933,rawa2i kdaaa ha,negative
2934,walahy hwa elhamdulellah bas ana hafar2a3 law mashoftesh bahr,bored
2935,ana zehe2t awi 3amatan,bored
2936,hahahahahahahaha la2 basheel el wehshin bas,happy
2937,karsa m2ala2ni,negative
2938,da helw awi keda ezai tayeb,positive
2939,wana bamoot fik ya albi,love
2940,e32al kda w rooh hat iphone rabena yekremak,negative
2941,maho mahdsh yes2al 3ala android bardo ya rashid,negative
2942,eh da fen dah emta,neutral
2943,khalihom 3ala 3amahom,negative
2944,lessa betendeb 3ala 7azzaha lessa 3ayza te2tel el regala,negative
2945,ana men el fans betou3o,love
2946,msh ma3na enak kol te3mel plan lel safar tebooz enaha overrated ya hussam la2a,negative
2947,bt7sebha ezay ya m3alem,neutral
2948,meen hatgelha corona,negative
2949,edeeni el recipe,neutral
2950,ahla 3eesha,happy
2951,eih el plan,neutral
2952,khalik f aflam el mahraganat el deep ya 3am,neutral
2953,ezay ya3ni di kanet btet3ala2,neutral
2954,ahla foool kalto f hayati,happy
2955,akid abl el waba2,neutral
2956,ah mashy,neutral
2957,el live bta3 mohamed ramadan mn aktar 3 hagat mosaleya fl hayah,love
2958,heya el supermarkets afla bokra,neutral
2959,embasat awi,happy
2960,edit bta3 awel soora da,neutral
2961,karsa,negative
2962,shofto bardo,neutral
2963,walahy hadretak ana awel m qarart arooh afalo el gyms,negative
2964,oltelo,neutral
2965,ha2olo yerod hader,neutral
2966,ana 3amlah mn 6 senin masalan w 3omr da hasal,neutral
2967,amoor awi,positive
2968,eh el bo2s dah,negative
2969,wanaa bardo,neutral
2970,ba2a yenfa3 f citystars kaman sagda lel rab,happy
2971,ahla cheesecake ya gama3a,love
2972,bas hwa amoor awi 3amatan,positive
2973,el happy families beyhazenooni 3ala hayati awi ya gama3a begad,negative
2974,inshallah eventually hala2i sherka tesponsor hayati,neutral
2975,wadouni el gouna,neutral
2976,luxor ahla makan,love
2977,khalasto,neutral
2978,mabaheboosh khalis,negative
2979,osbor 3ala rez2ak,positive
2980,balash netkalem 3al nas,negative
2981,da enta enharda tale3 fl video helw awi,positive
2982,ana el ghaltana,negative
2983,b amana ya gama3a,neutral
2984,baheb el koshari,love
2985,ana etkhana2t men el tari2a di,angry
2986,heya el nas leih betigi ala el tayebin,negative
2987,ana baheb el akl,love
2988,ana a3da ba2ali 10 sa3at mesh ba3mel haga,bored
2989,eih el faragh da,bored
2990,mat3asaboush el wahed ala el sobh,angry
2991,el alwan lay2a ala ba3daha,positive
2992,mashy amatan mesh fare2ly,neutral
2993,ana ma3ak ya sahby fi ay haga,positive
2994,tab leih keda tayeb,negative
2995,kemeyet el dabadib el fi el esharat,neutral
2996,eih nezam el hafla,neutral
2997,el gaw andoko eih,neutral
2998,ma3lesh ha2ak alaya el mara di,positive
2999,hazi dayman araf bgd hate it,negative
